"","y","v","r","alp"
"1",-2.15045140505433,1.44021739870874,0.259469684977724,0
"2",-1.74480012899169,5.3393930196613,0.259279163805891,-0.000583848753465545
"3",-2.54352199727207,4.96739913401357,0.338803118097554,0.224673540883652
"4",-1.89633068459613,2.18705407128346,0.358570201014512,0.276436765432759
"5",2.86009645436034,1.57321576546189,0.159964405190426,-0.357278792466552
"6",-1.37153124873028,3.44937030704605,0.356059497628059,0.269928750183473
"7",-1.85995459018579,3.6067156568172,0.558391774733002,0.770610716852155
"8",-1.48796405455542,4.7739366775063,0.400129977490987,0.381906570244799
"9",-1.73187047133384,2.31083095938217,0.746979685286786,1.31835891782314
"10",-1.61349518093928,3.41835704784662,0.685988805195277,1.11735224882977
"11",-1.48113883366329,7.87499819930915,0.720711620393804,1.22736540775941
"12",-1.75841717528204,6.90148647636396,0.649742834181491,1.01164758929524
"13",-1.91737162028128,5.17115863455738,0.597509517906334,0.870545817920998
"14",-1.83239770326798,3.58086414907386,0.486479612181987,0.593530927376941
"15",-2.33473073022059,2.73409488561222,0.344628656351295,0.240058602823661
"16",-0.0989531569504614,0.935976839108479,0.360289932073356,0.280884125946134
"17",0.539760996034892,3.32486112365314,0.198874408306893,-0.2022878533132
"18",-1.05409793438145,2.35513965294912,0.30191768222212,0.124209339479929
"19",-2.25363168821139,4.93457696778151,0.41995443722257,0.431066249990504
"20",-2.63254364768971,4.61335579372617,0.521400235233544,0.678848040251472
"21",-2.71955925706197,4.33455760553649,0.790924246578489,1.49233888167555
"22",-2.65003027175779,2.74914155290139,0.911592806730924,2.39556722509935
"23",-2.79354791302076,4.4366011905852,0.911220832823016,2.3897619905994
"24",-2.68843749479565,5.63016369311536,0.791293465287893,1.49395128925723
"25",-2.6408287028298,2.87524533537841,0.593513603737949,0.860154891380552
"26",-2.53527118904422,11.1888401657691,0.826325952480275,1.66309941966256
"27",-2.58260258979847,7.50567165630118,0.477394763384947,0.571422223324142
"28",-2.42628708077866,4.3418730412206,0.449698989832376,0.503980417106066
"29",-2.47061658972636,2.3772330187018,0.677416205066503,1.09162128242762
"30",-2.32259066796684,5.83251168948629,0.68752257757339,1.12200947681672
"31",-2.03704822019489,7.97297254754324,0.759714999245097,1.36556131382479
